RxnID	reactions	root_MZ	root_EZ	root_Cortex	root_Stele	Embryo_20_DAP	Embryo_38_DAP	Endosperm_8_DAP	Endosperm_10_DAP	Endosperm_12_DAP	Endosperm_Crown_27_DAP	Pericarp_Aleurone_27_DAP	GermEmbryo_2_DAI	Zone_1	Zone_2	Zone_3	Mature_leaf
rxn00001_d0	rxn00001_d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn03004_d0	rxn03004_d0	1.50E-05	1.05E-05	3.82E-06	5.05E-06	2.28E-05	0	2.68E-05	1.42E-05	1.83E-05	1.93E-05	1.01E-05	0	8.85E-06	5.99E-06	4.49E-06	2.80E-06
rxn25978_d0	rxn25978_d0	0.000530071	0.00076555	0.000541098	0.000280218	0.00297878	0.001163655	0.000486161	0.000551498	0.001211955	0.001010878	0.001100978	0.000462747	0.000583818	0.00056155	0.00061262	0.000271537
rxn20617_d0	rxn20617_d0	0.000338549	0.000346496	0.000311437	0.000124104	0.001434402	0.000457512	0.000995513	0.00102196	0.000746477	0.00028985	0.00053105	0.000233845	0.00052809	0.000492212	0.000447667	0.000141367
rxn01213_m0	rxn01213_m0	6.24E-05	2.31E-05	2.10E-05	2.02E-05	8.11E-06	1.08E-05	5.16E-06	8.79E-06	1.14E-05	4.19E-06	9.82E-06	1.14E-05	8.85E-07	1.28E-06	4.49E-07	7.00E-07
rxn43938_r0	rxn43938_r0	3.72E-05	8.47E-05	0.000132982	0.000131966	7.32E-05	5.61E-05	2.03E-05	6.55E-06	6.59E-06	5.41E-05	0.000117012	8.74E-05	0.000109687	9.07E-05	9.80E-05	4.90E-06
rxn05326_d0	rxn05326_d0	0.0001833	0.000264472	0.000201383	0.000148813	0.00086471	0.000491243	0.000244366	0.000200719	0.000275505	0.00025535	0.00038677	0.000191709	0.000311369	0.000233694	0.000267881	0.000169361
rxn20650_c0	rxn20650_c0	3.77E-05	2.68E-05	2.98E-05	2.19E-05	0.00015647	7.66E-05	0.000117834	0.000120946	0.00013656	7.46E-05	9.86E-05	8.03E-05	5.57E-05	4.92E-05	4.05E-05	7.42E-05
rxn00839_d0	rxn00839_d0	1.35E-05	1.42E-05	1.03E-05	1.68E-06	2.87E-05	3.18E-05	1.28E-05	1.79E-05	1.26E-05	2.46E-05	5.24E-05	4.73E-05	1.24E-05	1.67E-05	3.37E-05	0.000156064
rxn37610_m0	rxn37610_m0	6.24E-05	2.31E-05	2.10E-05	2.02E-05	8.11E-06	1.08E-05	5.16E-06	8.79E-06	1.14E-05	4.19E-06	9.82E-06	1.14E-05	8.85E-07	1.28E-06	1.35E-06	6.72E-05
rxn02823_c0	rxn02823_c0	7.79E-05	5.63E-05	5.04E-05	6.12E-05	4.48E-05	9.53E-05	3.49E-05	2.09E-05	2.49E-05	8.90E-05	0.000182056	7.94E-05	8.49E-05	2.82E-05	3.51E-05	5.88E-05
rxn00260_m0	rxn00260_m0	0.00012623	0.000328093	0.000187627	0.000229677	0.000460385	0.000169744	0.000470178	0.000581593	0.000562985	0.000801116	0.000736036	0.000280741	1.24E-05	2.57E-05	5.89E-05	0.000121772
rxn05736_x0	rxn05736_x0	4.84E-05	8.47E-05	0.000115022	5.84E-05	0.000103738	5.15E-05	7.21E-05	3.89E-05	3.63E-05	9.92E-05	0.000133127	7.85E-05	3.89E-05	1.33E-05	9.89E-06	3.64E-05
rxn23531_r0	rxn23531_r0	7.11E-05	8.89E-05	0.00018648	0.000108942	0.000114487	0.000147349	8.34E-05	4.03E-05	1.74E-05	0.000186745	0.000182022	7.80E-05	5.75E-05	4.84E-05	7.42E-05	1.54E-05
rxn45139_d0	rxn45139_d0	0.00652771	0.009702403	0.019658757	0.026271944	0.006326465	0.006532051	0.005208628	0.005753441	0.003968879	0.001424788	0.005829577	0.005371231	0.005762988	0.005735767	0.006905575	0.003010006
rxn01964_c0	rxn01964_c0	0.000119459	0.000304432	9.78E-05	2.19E-05	0.00034863	0.000100545	0.000136325	0.000188963	0.000452784	0.000459048	0.000281918	0.000194569	0.00011411	9.54E-05	9.57E-05	3.78E-05
rxn01637_d0	rxn01637_d0	0.000117041	0.000110416	9.36E-05	7.19E-05	0.000183214	5.88E-05	9.92E-05	9.68E-05	0.000103758	5.62E-05	0.000125735	4.76E-05	0.000137993	9.37E-05	9.03E-05	4.13E-05
rxn26037_d0	rxn26037_d0	1.55E-05	9.46E-06	4.20E-06	3.93E-06	1.80E-05	1.39E-05	1.10E-05	1.26E-05	8.04E-06	2.07E-05	2.07E-05	1.41E-05	1.77E-06	8.56E-06	6.29E-06	5.46E-05
rxn00191_d0	rxn00191_d0	0.000561991	0.000508965	0.000795598	0.000461039	0.001086408	0.000935316	0.00072426	0.001337099	0.00226723	0.00112929	0.000891457	0.001034265	0.000217605	0.000244394	0.000350582	0.000584365
rxn36690_r0	rxn36690_r0	0	0	3.82E-07	0	3.75E-05	1.45E-05	8.61E-06	7.06E-06	0	1.04E-05	3.08E-05	1.64E-05	7.08E-06	3.42E-06	3.60E-06	0
rxn22099_r0	rxn22099_r0	0	0	0	0	8.94E-06	0	8.11E-06	0	0	0	0	0	2.65E-06	8.56E-07	1.35E-06	0
rxn17731_m0	rxn17731_m0	4.84E-06	4.21E-06	1.91E-06	3.37E-06	7.57E-05	3.61E-05	2.33E-05	4.38E-06	1.47E-05	2.07E-05	1.88E-05	5.98E-06	1.33E-05	6.42E-06	7.64E-06	1.40E-06
rxn43475_d0	rxn43475_d0	1.69E-05	6.84E-06	0	5.05E-06	2.84E-05	0	4.26E-05	4.66E-05	2.90E-05	0	2.73E-05	1.35E-05	9.73E-06	1.28E-05	2.79E-05	1.47E-05
rxn44865_d0	rxn44865_d0	2.42E-06	2.63E-06	1.15E-06	1.12E-06	0	0	3.60E-06	1.32E-05	8.74E-06	0	5.64E-06	0	2.65E-06	3.85E-06	4.49E-06	1.75E-05
rxn27490_d0	rxn27490_d0	2.13E-05	1.42E-05	8.79E-06	0	2.01E-05	0	2.08E-05	1.68E-05	7.65E-05	3.69E-05	0.000110678	1.96E-05	1.59E-05	1.58E-05	1.35E-05	3.01E-05
rxn19900_x0	rxn19900_x0	0.00652771	0.009702403	0.019658757	0.026271944	0.006326465	0.006532051	0.005208628	0.005753441	0.003968879	0.001424788	0.005829577	0.005371231	0.005762988	0.005735767	0.006905575	0.003010006
rxn09523_m0	rxn09523_m0	0.001597952	0.001551606	0.001562536	0.00111357	0.001598011	0.001467716	0.001658098	0.001309137	0.001262067	0.00085654	0.002183285	0.00150611	0.001224248	0.001280607	0.0012594	0.001160332
rxn36720_c0	rxn36720_c0	1.50E-05	2.21E-05	1.76E-05	1.85E-05	1.12E-05	1.06E-05	1.95E-05	1.12E-05	1.36E-05	1.72E-05	3.54E-05	1.25E-05	9.73E-06	3.42E-06	5.39E-06	4.90E-06
rxn37323_d0	rxn37323_d0	0.000153798	0.000420106	0.000128778	0.00016229	0.000577675	0.000289427	0.000319586	0.000160628	0.00012085	0.000177103	0.000176899	7.36E-05	0.000244142	0.0001635	0.000216193	0.000170761
rxn00256_m0	rxn00256_m0	0.000455107	0.000459015	0.000715732	0.000610414	0.000304643	0.000140801	0.000208364	0.000155384	0.000115719	0.000135665	0.000447646	9.58E-05	0.000390096	0.000306027	0.000464746	0.000360417
rxn00097_n0	rxn00097_n0	0.000324523	0.000283401	5.43E-05	7.69E-05	2.14E-05	0	7.47E-05	0.000112913	7.06E-05	4.38E-06	1.07E-05	2.49E-05	0	1.20E-05	1.12E-05	1.40E-06
rxn00425_c0	rxn00425_c0	0	6.84E-06	7.64E-06	3.93E-06	2.37E-05	1.58E-05	1.82E-05	1.57E-05	1.17E-05	2.51E-05	2.23E-05	1.61E-05	3.80E-05	1.24E-05	1.21E-05	1.68E-05
rxn07335_d0	rxn07335_d0	2.51E-05	2.63E-05	2.29E-06	0	1.82E-05	1.09E-05	4.29E-05	4.16E-05	1.47E-05	0	6.18E-06	0	0	6.85E-06	3.15E-05	4.06E-05
rxn03136_d0	rxn03136_d0	0.000154765	8.62E-05	4.36E-05	4.77E-05	7.41E-05	0.000115611	0.000123948	5.13E-05	6.50E-05	9.79E-05	0.000191669	8.69E-05	1.00E-04	6.51E-05	4.90E-05	4.55E-05
rxn00363_c0	rxn00363_c0	4.21E-05	3.52E-05	4.13E-05	4.94E-05	7.41E-05	4.68E-05	4.20E-05	3.36E-05	7.89E-05	7.08E-05	4.17E-05	1.99E-05	3.27E-05	2.74E-05	2.25E-05	1.47E-05
rxn00527_m0	rxn00527_m0	0.00012623	0.000328093	0.000187627	0.000229677	0.000460385	0.000169744	0.000470178	0.000581593	0.000562985	0.000801116	0.000736036	0.000280741	1.24E-05	2.57E-05	5.89E-05	0.000121772
rxn48402_r0	rxn48402_r0	6.34E-05	9.73E-05	2.25E-05	1.63E-05	0.000367206	0.000136784	5.07E-05	6.38E-05	6.49E-05	4.12E-05	5.35E-05	3.41E-05	8.58E-05	7.88E-05	7.91E-05	3.22E-05
rxn00333_d0	rxn00333_d0	4.79E-05	2.63E-05	7.64E-06	0	6.95E-05	1.08E-05	5.32E-05	6.43E-05	0.000148347	0.00013136	9.56E-05	6.03E-05	6.02E-05	3.21E-05	2.97E-05	0.001009867
rxn22707_d0	rxn22707_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn02823_n0	rxn02823_n0	7.79E-05	5.63E-05	5.04E-05	6.12E-05	4.48E-05	9.53E-05	3.49E-05	2.09E-05	2.49E-05	8.90E-05	0.000182056	7.94E-05	8.49E-05	2.82E-05	3.51E-05	5.88E-05
rxn24411_m0	rxn24411_m0	0.000422219	0.000661444	0.000932019	0.000600306	0.000417644	0.000498442	0.000566821	0.000554578	0.00048805	0.000316768	0.00105817	0.00073771	0.000351175	0.000259802	0.00028541	0.000673945
rxn15362_n0	rxn15362_n0	0.000247624	0.000337031	0.000255264	0.000135336	0.000255459	0.000132322	0.000319446	0.000204948	0.000187749	0.00042717	0.00057403	8.53E-05	0.000223797	0.000187897	0.000213496	0.000149066
rxn01111_d1	rxn01111_d1	0	0	0	0	0	0	0	0	0	0	8.98E-06	0	0	0	0	0.004349497
rxn01334_d0	rxn01334_d0	0.005178834	0.004826226	0.00844396	0.007001509	0.015215628	0.007919532	0.016430241	0.013456588	0.017757161	0.00889182	0.005735621	0.006964612	0.004644888	0.005349702	0.004825453	0.00715235
rxn20458_c0	rxn20458_c0	0.000157184	0.000145644	0.000349268	0.000247647	0.000134232	0.000413414	0.000356365	0.000306454	0.000351044	0.001364882	0.000840229	0.00041582	3.72E-05	3.04E-05	3.96E-05	0.000664847
rxn05092_c0	rxn05092_c0	7.25E-05	8.73E-05	0.000123428	0.000351535	8.16E-05	0.000363303	5.49E-05	3.23E-05	2.38E-05	0.000271202	0.000175973	8.56E-05	4.78E-05	2.35E-05	2.52E-05	3.15E-05
rxn00440_c0	rxn00440_c0	2.42E-06	1.58E-06	1.91E-06	0	8.90E-06	2.95E-05	2.03E-05	0	0	0	2.24E-05	2.99E-06	1.77E-06	1.71E-06	1.80E-06	2.80E-06
rxn00237_m0	rxn00237_m0	0.000337582	0.000295494	0.000393978	0.000452054	0.000173061	0.000397776	0.000168302	0.000127214	0.000100768	0.000225138	0.000449319	0.000726492	8.05E-05	3.00E-05	6.29E-05	0.000572468
rxn03892_m0	rxn03892_m0	6.24E-05	2.31E-05	2.10E-05	2.02E-05	8.11E-06	1.08E-05	5.16E-06	8.79E-06	1.14E-05	4.19E-06	9.82E-06	1.14E-05	8.85E-07	1.28E-06	1.35E-06	6.72E-05
rxn36772_m0	rxn36772_m0	0.001597952	0.001551606	0.001562536	0.00111357	0.001598011	0.001467716	0.001658098	0.001309137	0.001262067	0.00085654	0.002183285	0.00150611	0.001224248	0.001280607	0.0012594	0.001160332
rxn28237_d0	rxn28237_d0	3.87E-06	4.73E-06	3.82E-07	0	1.12E-05	9.03E-06	1.58E-05	6.82E-06	1.47E-05	1.68E-05	7.58E-06	3.35E-06	1.42E-05	1.63E-05	2.92E-05	7.70E-06
rxn00543_c0	rxn00543_c0	9.67E-07	0.000203481	0.000620964	0.000711494	0	0	2.31E-05	0	8.82E-06	0.000342365	0.000218678	0	3.27E-05	1.33E-05	2.61E-05	7.14E-05
rxn38938_d0	rxn38938_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn26498_d0	rxn26498_d0	9.67E-07	7.89E-06	1.03E-05	0	9.92E-05	2.17E-05	2.15E-05	0	0	8.71E-06	3.58E-05	8.09E-05	0.000314023	0.000421162	0.000720492	0.000581566
rxn37650_j0	rxn37650_j0	0.000279061	0.000105684	0.00040162	0.000169029	0.0002483	0.000731757	0.000218968	0.000135282	0.000328764	0.000171068	0.000545426	0.000315475	0.000113225	9.37E-05	0.000128996	0.000162363
rxn15248_c0	rxn15248_c0	3.34E-05	5.00E-05	0.000144446	5.28E-05	4.36E-05	4.07E-05	6.04E-05	4.01E-05	3.65E-05	4.99E-05	9.87E-05	1.24E-05	1.50E-05	1.54E-05	3.73E-05	3.01E-05
rxn01611_r0	rxn01611_r0	0.000231664	0.000570482	0.000645038	0.000743503	0.000181137	0.000131052	0.000117811	6.23E-05	2.72E-05	0.000414988	0.000253455	0.00018724	6.46E-05	5.95E-05	0.000107422	9.80E-06
rxn38884_m0	rxn38884_m0	0.000212802	0.00080551	0.000500974	0.000340866	0.000501428	0.000405425	0.000199172	0.000212955	0.000225857	0.000656607	0.000824263	0.000324687	0.000168069	0.000114279	0.000134839	0.00021835
rxn08335_m0	rxn08335_m0	7.93E-05	0.000138283	4.81E-05	3.14E-05	3.82E-05	3.49E-05	5.49E-05	4.86E-05	4.28E-05	2.75E-05	5.11E-05	5.02E-05	3.72E-05	3.17E-05	2.52E-05	2.80E-05
rxn40447_d0	rxn40447_d0	0.000165889	8.52E-05	8.67E-05	3.99E-05	0.000308202	0.000152815	5.42E-05	8.83E-05	9.59E-05	0.00011178	6.73E-05	0.000143919	8.58E-05	8.60E-05	0.000104276	0.000591364
rxn01362_c0	rxn01362_c0	7.16E-05	7.15E-05	4.28E-05	9.32E-05	0.000110543	0.000233426	5.68E-05	3.94E-05	5.17E-05	8.59E-05	0.000218608	0.000115302	5.31E-05	1.71E-05	1.39E-05	1.75E-05
rxn00947_d0	rxn00947_d0	0.000153798	0.000420106	0.000128778	0.00016229	0.000577675	0.000289427	0.000319586	0.000160628	0.00012085	0.000177103	0.000176899	7.36E-05	0.000244142	0.0001635	0.000216193	0.000170761
rxn37610_d0	rxn37610_d0	6.24E-05	2.31E-05	2.10E-05	2.02E-05	8.11E-06	1.08E-05	5.16E-06	8.79E-06	1.14E-05	4.19E-06	9.82E-06	1.14E-05	8.85E-07	1.28E-06	1.35E-06	6.72E-05
rxn13477_r0	rxn13477_r0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99E-07	6.65E-05
rxn37654_m0	rxn37654_m0	0.000422219	0.000661444	0.000932019	0.000600306	0.000417644	0.000498442	0.000566821	0.000554578	0.00048805	0.000316768	0.00105817	0.00073771	0.000351175	0.000259802	0.00028541	0.000673945
rxn01353_m0	rxn01353_m0	0.000337582	0.000295494	0.000393978	0.000452054	0.000173061	0.000397776	0.000168302	0.000127214	0.000100768	0.000225138	0.000449319	0.000726492	8.05E-05	3.00E-05	6.29E-05	0.000572468
rxn19771_c0	rxn19771_c0	4.30E-05	1.47E-05	0	0	0.000130171	4.52E-06	6.38E-05	4.75E-05	0.000123122	0	0	0	6.72E-05	0.000241826	9.03E-05	0
rxn00737_d0	rxn00737_d0	0.000118976	0.000185604	1.91E-05	1.07E-05	8.25E-05	2.08E-05	4.05E-05	5.55E-05	0.000104468	0.000113274	4.26E-05	1.06E-05	0.00013534	9.93E-05	6.16E-05	0
rxn21063_x0	rxn21063_x0	0.00019394	0.000243967	0.000979403	0.000452054	0.000525184	0.000553934	0.000744397	0.000709908	0.00080004	0.000628196	0.001222101	0.000865621	0.000420172	0.000386065	0.000391484	0.000465393
rxn05338_d0	rxn05338_d0	0.000100114	8.47E-05	7.15E-05	3.76E-05	0.0016681	0.000527494	4.62E-05	7.58E-05	0.000169037	0.000100438	0.000184169	5.18E-05	0.000101726	6.76E-05	7.19E-05	4.34E-05
rxn16289_r0	rxn16289_r0	0	2.10E-06	2.14E-05	0	4.47E-06	0	3.01E-05	1.79E-05	2.04E-05	3.11E-05	2.99E-05	0	5.31E-06	8.99E-06	2.61E-05	0
rxn12282_d0	rxn12282_d0	0.000153798	0.000420106	0.000128778	0.00016229	0.000577675	0.000289427	0.000319586	0.000160628	0.00012085	0.000177103	0.000176899	7.36E-05	0.000244142	0.0001635	0.000216193	0.000170761
rxn45793_r0	rxn45793_r0	0	1.05E-05	7.64E-07	3.48E-05	2.32E-05	1.45E-05	8.59E-05	6.85E-05	3.33E-05	2.07E-05	2.57E-05	4.06E-05	0	0	0	2.10E-06
rxn17269_m0	rxn17269_m0	0.000422219	0.000661444	0.000932019	0.000600306	0.000417644	0.000498442	0.000566821	0.000554578	0.00048805	0.000316768	0.00105817	0.00073771	0.000351175	0.000259802	0.00028541	0.000673945
rxn01008_g0	rxn01008_g0	0.000133485	7.52E-05	6.88E-05	9.32E-05	0.000114537	0.000152744	0.000115242	7.36E-05	0.000106806	9.10E-05	0.000106467	0.000124184	9.64E-05	0.000163072	0.000158212	4.41E-05
rxn44279_d0	rxn44279_d0	0.00025101	0.000225564	0.000244564	0.000102204	0.000380525	0.000299578	0.000325048	0.000265677	0.000337208	0.000346218	0.000269656	0.000261506	0.000194606	0.000103579	0.00013439	0.000314927
rxn02484_d0	rxn02484_d0	6.29E-06	1.89E-05	1.53E-05	0	2.79E-05	1.20E-05	2.03E-05	1.40E-05	1.12E-05	3.31E-05	2.06E-05	2.71E-05	1.42E-05	8.56E-06	5.84E-06	4.76E-05
rxn02938_d0	rxn02938_d0	0.000177013	0.000118303	5.50E-05	4.38E-05	7.48E-05	5.53E-05	0.000118707	9.90E-05	8.27E-05	4.05E-05	0.000135931	5.23E-05	1.00E-04	8.26E-05	5.17E-05	0.000118973
rxn00903_d0	rxn00903_d0	3.39E-05	3.05E-05	3.10E-05	4.49E-06	3.94E-05	2.44E-05	3.87E-05	4.16E-05	4.92E-05	4.46E-05	4.25E-05	3.77E-05	2.12E-05	2.61E-05	2.02E-05	2.38E-05
rxn05346_d0	rxn05346_d0	0.000384011	0.000406436	0.000254882	0.000197107	0.001984375	0.001200653	0.0004167	0.000327871	0.000625122	0.000381738	0.000995394	0.000784129	0.000387443	0.000353965	0.000376651	0.000294632
rxn00834_c0	rxn00834_c0	0.000288734	0.000189284	0.000188009	0.000108942	0.00029426	0.000320767	0.000354304	0.000536842	0.000276566	0.000180673	0.000223584	0.000285239	0.000322869	0.00023883	0.000187876	0.000104276
rxn01520_c0	rxn01520_c0	0.0001833	0.000115674	8.87E-05	8.82E-05	0.000118657	7.21E-05	0.000133866	0.000208489	0.000119184	2.58E-05	4.05E-05	6.08E-05	0.00016453	0.000115563	9.98E-05	4.20E-06
rxn22698_d0	rxn22698_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn48084_n0	rxn48084_n0	7.79E-05	5.63E-05	5.04E-05	6.12E-05	4.48E-05	9.53E-05	3.49E-05	2.09E-05	2.49E-05	8.90E-05	0.000182056	7.94E-05	8.49E-05	2.82E-05	3.51E-05	5.88E-05
rxn11040_d0	rxn11040_d0	0.001188791	0.002118934	0.002329474	0.001366833	0.001788288	0.001433778	0.001301635	0.001146262	0.00067658	0.000768761	0.00399784	0.00070493	0.001195057	0.001152632	0.001082311	0.000567569
rxn02297_c0	rxn02297_c0	5.32E-06	3.68E-06	0	0	1.23E-05	0	2.15E-05	0	8.74E-06	0	0	0	2.65E-06	2.14E-06	1.35E-06	0
rxn15045_x0	rxn15045_x0	0	0	0	0	1.40E-05	6.89E-05	0	0	0	0.0004217	0.000763429	0.000745488	0	0	0	0
rxn00830_c0	rxn00830_c0	0.000194908	0.000205584	0.000551034	0.000438015	0.000398689	9.55E-05	0.000284397	0.00035531	0.000571428	0.000678488	0.000363212	0.000208705	0.000138878	0.000155796	0.00016765	7.28E-05
rxn00527_x0	rxn00527_x0	0.000256814	0.000248173	0.00035309	0.000382421	0.002150611	0.001615845	0.001004982	0.000720279	0.001352127	0.00120186	0.001209479	0.000771761	0.000241488	0.000106147	8.27E-05	0.000118973
rxn27256_c0	rxn27256_c0	0.002769332	0.003939744	0.002499522	0.005752042	0.004291027	0.002075265	0.000912735	0.001193715	0.005000511	0.011706943	0.008805093	0.001483066	0.008925333	0.00999661	0.011619111	0.001277205
rxn01512_n0	rxn01512_n0	0.000157184	0.000145644	0.000349268	0.000247647	0.000134232	0.000413414	0.000356365	0.000306454	0.000351044	0.001364882	0.000840229	0.00041582	3.72E-05	3.04E-05	3.96E-05	0.000664847
rxn07456_d0	rxn07456_d0	0.001865889	0.00136127	0.000617907	0.000327388	0.000942488	0.000486256	0.000715785	0.000727937	0.001065359	0.000577784	0.00098494	0.000409436	0.000694389	0.000799095	0.000720941	0.000803415
rxn21063_m0	rxn21063_m0	0.00019394	0.000243967	0.000979403	0.000452054	0.000525184	0.000553934	0.000744397	0.000709908	0.00080004	0.000628196	0.001222101	0.000865621	0.000420172	0.000386065	0.000391484	0.000465393
rxn41127_n0	rxn41127_n0	0.000179915	0.000262895	0.00027781	0.000188122	0.000154054	9.83E-05	0.000152998	0.000143182	0.000135816	9.96E-05	0.000189351	5.59E-05	0.00010261	0.000118987	0.000208102	0.000237245
rxn06135_x0	rxn06135_x0	2.51E-05	8.89E-05	8.79E-06	1.07E-05	8.26E-05	0	4.60E-05	4.05E-05	3.77E-05	0	2.70E-05	0	7.96E-06	1.50E-05	5.53E-05	0
rxn28413_r0	rxn28413_r0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99E-07	6.65E-05
rxn00191_x0	rxn00191_x0	0.000270839	0.000218203	0.00042493	0.000236978	0.000828139	0.000504272	0.000540629	0.001174251	0.002055973	0.000927483	0.000608345	0.000688479	7.25E-05	2.87E-05	3.82E-05	0.000739729
rxn01670_c0	rxn01670_c0	4.21E-05	3.52E-05	4.13E-05	4.94E-05	7.41E-05	4.68E-05	4.20E-05	3.36E-05	7.89E-05	7.08E-05	4.17E-05	1.99E-05	3.27E-05	2.74E-05	2.25E-05	1.47E-05
rxn00420_d0	rxn00420_d0	1.11E-05	1.26E-05	1.15E-05	4.49E-06	2.98E-05	0	2.68E-05	3.18E-05	3.08E-05	2.77E-05	2.07E-05	1.95E-05	1.15E-05	1.24E-05	1.08E-05	1.68E-05
rxn37641_m0	rxn37641_m0	0.000353058	0.000404858	0.000338569	0.000298749	0.000417328	0.000512256	0.000438283	0.000431616	0.000360367	0.000264215	0.000950833	0.000396676	0.000306062	0.00033556	0.000296197	0.000227448
rxn25977_m0	rxn25977_m0	0.000422219	0.000661444	0.000932019	0.000600306	0.000417644	0.000498442	0.000566821	0.000554578	0.00048805	0.000316768	0.00105817	0.00073771	0.000351175	0.000259802	0.00028541	0.000673945
rxn45979_r0	rxn45979_r0	6.34E-05	9.73E-05	2.25E-05	1.63E-05	0.000367206	0.000136784	5.07E-05	6.38E-05	6.49E-05	4.12E-05	5.35E-05	3.41E-05	8.58E-05	7.88E-05	7.91E-05	3.22E-05
rxn00533_c0	rxn00533_c0	0.001370157	0.002266155	0.001449807	0.00071711	0.0062658	0.002663964	0.001552846	0.001540737	0.001819497	0.000597391	0.001582199	0.00039247	0.000805845	0.000801235	0.001069276	0.000835607
rxn37579_j0	rxn37579_j0	0.000279061	0.000105684	0.00040162	0.000169029	0.0002483	0.000731757	0.000218968	0.000135282	0.000328764	0.000171068	0.000545426	0.000315475	0.000113225	9.37E-05	0.000128996	0.000162363
rxn00527_c0	rxn00527_c0	0.000373855	0.000397497	0.000556766	0.000506526	0.002714138	0.001973436	0.001110942	0.000866773	0.001610489	0.001301321	0.001345079	0.000970321	0.000384789	0.000208013	0.000180235	0.001921057
rxn26754_d0	rxn26754_d0	9.67E-07	0	0	0	0	0	0	0	0	0	0	0	1.77E-06	8.56E-07	8.99E-07	2.24E-05
rxn14094_d0	rxn14094_d0	0	0	0	0	0.000174233	2.19E-05	0	0	6.62E-06	0	8.99E-06	0	2.92E-05	2.14E-05	4.76E-05	0.000446497
rxn09452_d0	rxn09452_d0	0.000153798	0.000420106	0.000128778	0.00016229	0.000577675	0.000289427	0.000319586	0.000160628	0.00012085	0.000177103	0.000176899	7.36E-05	0.000244142	0.0001635	0.000216193	0.000170761
rxn01207_m0	rxn01207_m0	2.90E-06	2.63E-06	3.06E-06	5.62E-07	1.88E-05	1.90E-05	7.81E-06	8.77E-06	0	1.04E-05	2.50E-05	2.71E-05	8.85E-07	2.14E-06	8.99E-07	4.90E-06
rxn19246_d0	rxn19246_d0	0.000153798	0.000420106	0.000128778	0.00016229	0.000577675	0.000289427	0.000319586	0.000160628	0.00012085	0.000177103	0.000176899	7.36E-05	0.000244142	0.0001635	0.000216193	0.000170761
rxn03084_m0	rxn03084_m0	0.000301309	0.00026605	0.000102029	8.76E-05	0.000181934	0.000128735	0.000200005	0.000276361	0.000247541	0.000177037	0.000289064	0.00013204	0.000217605	0.000183616	0.000147874	0.000141367
rxn04783_d0	rxn04783_d0	1.50E-05	1.05E-05	3.82E-06	5.05E-06	2.28E-05	0	2.68E-05	1.42E-05	1.83E-05	1.93E-05	1.01E-05	0	8.85E-06	5.99E-06	4.49E-06	2.80E-06
rxn15362_c0	rxn15362_c0	0.000247624	0.000343867	0.000255264	0.00016566	0.000270482	0.000132322	0.000323775	0.000213912	0.000200318	0.00042717	0.00057403	8.53E-05	0.000223797	0.000187897	0.000213496	0.000149066
rxn00166_c0	rxn00166_c0	0	6.84E-06	7.64E-06	3.93E-06	2.37E-05	1.58E-05	1.82E-05	1.57E-05	1.17E-05	2.51E-05	2.23E-05	1.61E-05	3.80E-05	1.24E-05	1.21E-05	1.68E-05
rxn20595_d0	rxn20595_d0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99E-06	4.49E-06	0.000204353
rxn38904_m0	rxn38904_m0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99E-07	6.65E-05
rxn02914_d0	rxn02914_d0	0.000510242	0.000437457	0.000431044	0.000334689	0.00082947	0.000448385	0.000259756	0.000359295	0.00047656	0.000349804	0.000519582	0.000219228	0.000574087	0.000417738	0.0004616	0.000151865
rxn00001_v0	rxn00001_v0	0.001308734	0.001526894	0.002839237	0.002232756	0.001011806	0.003276149	0.002245282	0.002438756	0.002900159	0.000596647	0.007347502	0.002234592	0.000714734	0.000497776	0.000591945	0.001805583
rxn00880_n0	rxn00880_n0	0	2.00E-05	2.06E-05	1.12E-06	0	0	1.99E-05	0	0	0	0	0	0	0	0	0
rxn01334_d1	rxn01334_d1	0.005178834	0.004826226	0.00844396	0.007001509	0.015215628	0.007919532	0.016430241	0.013456588	0.017757161	0.00889182	0.005735621	0.006964612	0.004644888	0.005349702	0.004825453	0.00715235
rxn45613_c0	rxn45613_c0	0	0	1.30E-05	3.93E-06	1.29E-05	1.09E-05	1.11E-05	4.48E-06	4.03E-06	1.43E-05	7.97E-06	2.99E-06	0	0	0	1.40E-05
rxn22691_d0	rxn22691_d0	0	0	0	0	5.89E-06	0	4.12E-06	0	7.08E-06	2.51E-05	0	0	0	0	0	0
rxn01106_c0	rxn01106_c0	0.001666629	0.001413324	0.001739081	0.002215909	0.00265616	0.001638669	0.002118276	0.002165145	0.002475385	0.002105509	0.001517294	0.001165381	0.001311821	0.001330256	0.001235578	0.000926586
